ID,TARGET
4,0.030294473362307273
7,0.03246161208470796
10,0.01889574912312835
14,0.058746023986252456
15,0.028235762183628877
16,0.03588129862650207
18,0.09383951672301524
19,0.06873679617789584
27,0.02698426318340343
34,0.044668604502147435
37,0.06678513268080222
41,0.07962993328980808
59,0.03234371018839654
64,0.06919058168861042
69,0.033174861897766895
72,0.03460162899771189
82,0.04001686121995356
87,0.1245043236407802
88,0.03621695980252068
90,0.03308541323431653
103,0.08566930873679506
111,0.1386203895594455
114,0.03977811518371652
116,0.04916365835297982
117,0.04744748675013285
119,0.07698549486229918
120,0.03497692286647738
122,0.09591358067256561
126,0.04686117087711516
128,0.021747889513899558
153,0.02037810436115068
155,0.030275515266116087
158,0.04552391347167578
161,0.02949169253263161
166,0.02263369070568648
171,0.033833941032603954
178,0.05848818193552219
181,0.03942734775092573
194,0.04076098267425059
197,0.05662356231134278
199,0.21145842979772556
200,0.5812906810194532
205,0.03281772135632191
209,0.05200952654077792
215,0.10192056115491104
217,0.04295854220636782
220,0.05522970229127431
240,0.03739333159048822
241,0.04574771341843405
252,0.03779683353389256
258,0.020164673512677284
259,0.037567416746114586
260,0.01940333839505381
269,0.1818087801097474
270,0.019438616505275792
273,0.03157895603958609
274,0.1639329055777453
278,0.025689676058805698
287,0.4183300968140978
292,0.047751945829898675
297,0.2624031971098302
307,0.037549268884999085
308,0.040405406131192825
312,0.023816046645332878
314,0.04124857254054484
316,0.09341430709810584
322,0.03234634487539235
323,0.04171128463012701
332,0.024789640112216838
334,0.02292444696831441
342,0.028561917467998275
346,0.12110863343719692
347,0.2204335445650892
353,0.03490421779835975
359,0.036750604634164775
366,0.038054908049299785
370,0.043840284242477594
371,0.021599056676949214
373,0.06943832748070794
376,0.05359680121635681
379,0.02218521339114146
384,0.02763531027909949
386,0.10143617587527273
394,0.022287160519006217
398,0.038675611129716014
404,0.09074606782070785
406,0.031660905543491547
408,0.03641546395687423
416,0.034601267320731335
424,0.10882818745578228
425,0.02585482552971183
438,0.04143248381014504
439,0.0391541617447245
442,0.04129965693926571
456,0.0439506229930514
463,0.22968667136608642
464,0.03276062043476209
469,0.07358260964848723
472,0.058026272989395354
476,0.10424621339479918
477,0.029257838282949658
481,0.04775431044912846
483,0.03005178971786329
484,0.055226110493863126
487,0.03926809685000981
489,0.035162633044381206
497,0.06563057115259809
498,0.0607292965937139
501,0.03405705737167158
504,0.1575885580728683
515,0.02677560558947373
517,0.038016977565732996
521,0.08768587102415171
529,0.02272836082203407
531,0.06127550843446205
537,0.03049718854634791
540,0.29669652005659636
550,0.03173404674996356
556,0.03595408016238101
570,0.023588712004896244
575,0.0664032453251448
577,0.021049735752132086
578,0.12161376275666828
584,0.02640728751735188
585,0.05961582627042975
587,0.032925381508037845
590,0.01804104505322222
591,0.9740557429123001
597,0.03832725473323775
607,0.030282665711301053
611,0.029558746127360903
612,0.18754230118468224
614,0.03351629477758548
617,0.03572080297514477
618,0.02123061336743526
619,0.0532721811856194
622,0.021724136954749854
626,0.03004658219412604
628,0.060334766671047695
630,0.034617338556865544
631,0.025118550113422573
632,0.04384438069960649
634,0.05909489791711969
645,0.037618193475462906
646,0.05324618729525355
647,0.07648479547886765
648,0.034283592360962574
669,0.09994700957637001
682,0.9221393638443113
689,0.042781570787305705
691,0.0346087948217724
693,0.04480842748887567
698,0.05039942025444124
700,0.03126103820243378
705,0.02307073662999216
715,0.03262419101714861
716,0.17724280396684378
723,0.028591069046215018
727,0.023601108668602228
731,0.08733607417276153
733,0.04110867183974845
737,0.022102748363000357
738,0.032014390052014965
739,0.05563214870722631
742,0.04069990328514088
743,0.02338651890777428
745,0.057918278180890244
747,0.03620215662622142
748,0.02620424552713384
749,0.025106961420115842
756,0.03707920353091389
767,0.06042873856540417
770,0.036060064924647944
775,0.02279478941482722
778,0.02568142995300443
793,0.050927252771444845
798,0.03879588628206869
818,0.0270803436945339
819,0.024345607161036092
825,0.028662693359727605
833,0.23969186762690584
837,0.07374044448652395
842,0.038969830765039924
849,0.05760312764476774
856,0.04259379437876297
862,0.051453223545912544
864,0.03130130181259492
865,0.019637570359728032
872,0.05260647508142564
874,0.03757903150306481
879,0.022855815285604427
880,0.045722649834173436
888,0.07119683677092765
890,0.018213359990618988
893,0.04642140929423695
897,0.020396215340631612
901,0.051428581967518636
905,0.08141690018888602
910,0.033291648304761244
912,0.04016110683211853
917,0.01897947510949537
925,0.041752432109013526
926,0.1475720132472428
929,0.022019651512394607
934,0.029679436160285646
941,0.02303402337807797
942,0.03664622065047535
946,0.03898057202364839
947,0.05222336022480363
948,0.030244823523959633
950,0.025709333093833133
956,0.024986094944023984
957,0.04750176910289487
959,0.05124345281854808
967,0.019696384044923947
973,0.019219842006519265
988,0.4247624092230748
999,0.02405412821268222
1001,0.0363256462312677
1013,0.038118621956409734
1019,0.024040511387180316
1021,0.3129278119702766
1034,0.07102773200993115
1037,0.04345907296876438
1040,0.04477338342643441
1047,0.04269712541005791
1048,0.06736239083979949
1050,0.09450277587044427
1059,0.13806941129793648
1063,0.018861381005877264
1066,0.02375186182443032
1075,0.03573572997947869
1080,0.0257384911286236
1083,0.04171929474184349
1085,0.04085636134358389
1093,0.057548951565461096
1095,0.037179417401182226
1096,0.01933863680790185
1098,0.03845453674109359
1100,0.025579248038248705
1106,0.030398245483616273
1113,0.04447328671792237
1126,0.029552990058848566
1127,0.053154848841085
1130,0.4342030140572639
1137,0.016775075183024204
1140,0.022186448846704874
1141,0.05501547401503274
1145,0.07057329354156146
1158,0.02825622852453566
1159,0.029512746818393186
1163,0.022372130803314356
1165,0.06478574868933687
1171,0.02929925673858147
1178,0.03381627439556448
1189,0.021102570521571107
1193,0.02749754561731123
1199,0.17175998228327344
1202,0.06803245216227413
1207,0.03766183927254501
1210,0.028055199084840277
1216,0.027128526077838024
1219,0.04206794637120583
1223,0.026280665619522855
1227,0.028919290508644866
1230,0.02291172038587028
1232,0.05108272344432912
1233,0.05153708769686852
1260,0.0391561859469286
1275,0.035895607816005995
1276,0.031644736591359475
1285,0.027509530803388922
1287,0.021213714275250057
1288,0.021524726132183085
1293,0.028645486503812184
1301,0.06009754093113725
1305,0.03186927744537037
1310,0.03856493203257663
1318,0.061818432329137196
1320,0.13359107298159845
1322,0.030969294327559974
1325,0.029768496093650513
1336,0.0349856350440783
1338,0.023205519820744543
1345,0.032528573323709786
1347,0.022965629913518894
1349,0.2855386783016273
1350,0.06142676001871442
1353,0.03194012391125583
1354,0.039058177952067924
1355,0.03643933806805637
1359,0.03193858700527951
1367,0.02518034635848124
1374,0.02890818969575497
1380,0.05723305615368062
1392,0.02923380309538351
1393,0.036078270590750874
1394,0.03306955674489426
1397,0.987657752367665
1400,0.04190116939041073
1405,0.03994317514880696
1407,0.03094929409687631
1409,0.021956525454796365
1414,0.028463617129490127
1420,0.04208711374783495
1432,0.040166126008787356
1433,0.05767116290373795
1434,0.037630683482936716
1435,0.03697554208785767
1450,0.05285655394456784
1455,0.028243753756875215
1458,0.02582418133339232
1461,0.06166271010761304
1462,0.06423727954480156
1467,0.026053253436626903
1474,0.023944892676204765
1475,0.032831119762964926
1477,0.024179993558403588
1492,0.023786342880529894
1505,0.050438058454843726
1506,0.19480297271043678
1511,0.016533804601507336
1515,0.04218522649059861
1519,0.04714341752166088
1522,0.04929601808887009
1527,0.01812210640061623
1532,0.029407325845881255
1535,0.04807009175526128
1537,0.0491763642639147
1543,0.02363875314689606
1548,0.09392709744930244
1552,0.3371231381163036
