ID,TARGET
4,6.883876874933427e-11
7,1.2346355165316822e-08
10,1.3028080127430198e-09
14,1.793391882476542e-10
15,1.3379882829279058e-11
16,6.846642526754419e-06
18,3.2179145724121485e-11
19,3.1916765494964377e-10
27,3.0890119757039894e-07
34,2.533070246418947e-09
37,6.216410120379228e-10
41,1.0
59,1.1821331658448391e-06
64,2.1125784089254195e-11
69,2.133442057679816e-09
72,3.6895853020758234e-09
82,5.246284059003351e-10
87,1.9836466113247845e-10
88,6.115156457587312e-09
90,5.001547142583459e-09
103,5.349415094538092e-08
111,0.0002990961346706869
114,3.5824942528479384e-10
116,8.554023021917485e-10
117,9.943277082905135e-09
119,6.792144391029237e-07
120,4.1066078244794297e-10
122,1.8137564941747769e-09
126,6.9018413726358366e-09
128,2.8027893371249038e-09
153,3.134408461988044e-10
155,2.7160205493810036e-08
158,4.713243318943266e-08
161,1.6302278415400583e-08
166,5.152811039180928e-13
171,5.760820773148689e-10
178,3.18252577796879e-10
181,2.8690493381534947e-09
194,4.757953958301588e-09
197,6.1770487448949815e-09
199,1.865687539611195e-08
200,4.307333157128077e-08
205,1.8136110577772415e-10
209,5.322556211022349e-10
215,2.8308156188642536e-09
217,1.0286968563053926e-07
220,4.351300293202032e-10
240,2.998750700622226e-09
241,4.675578070596446e-05
252,4.1865471559400797e-10
258,4.679055574514002e-10
259,1.3361631911410848e-07
260,3.469017248425256e-09
269,5.0052199961116954e-08
270,4.2150545156708196e-10
273,3.528706494166839e-11
274,9.06123701479353e-08
278,6.538027642803781e-10
287,1.0029023794491282e-08
292,5.845504047238245e-09
297,2.023572984251968e-08
307,3.697994564172984e-08
308,1.2832770231314177e-10
312,2.0075161300554836e-08
314,2.4791584720366774e-09
316,6.30197793671448e-09
322,2.4393796443557416e-10
323,2.9289311380108e-07
332,1.7794888195589853e-10
334,1.0755013578937867e-09
342,8.186137300996804e-10
346,1.670545797792358e-08
347,8.602451890450167e-09
353,3.971966061489197e-09
359,1.9234960380985454e-10
366,7.320241851809267e-09
370,6.992429138731382e-09
371,2.499980099327993e-10
373,2.908531743533889e-08
376,8.10004313524385e-08
379,1.6072569918923799e-09
384,0.9996140443372947
386,1.3328790694526916e-08
394,6.426958000399903e-09
398,7.183824070934948e-10
404,4.149715776475442e-06
406,9.069459041675996e-11
408,8.16060837333571e-09
416,8.449613196283891e-10
424,1.976913481400132e-08
425,6.338914173697317e-10
438,1.6324631070154453e-09
439,1.106123367256833e-08
442,5.768654890740774e-10
456,7.48620442609583e-09
463,6.932084721713202e-08
464,7.596026216780747e-10
469,9.983567786690313e-09
472,7.668105522153553e-09
476,8.544599093136124e-10
477,1.3376624218227884e-05
481,9.43479940287681e-09
483,1.613761131720259e-05
484,9.838588535974878e-06
487,2.8514366302353497e-08
489,3.039463404827805e-10
497,9.517956020226816e-09
498,1.5764131162129567e-08
501,1.58921617170313e-10
504,4.771998217733306e-09
515,1.3946405457498902e-10
517,2.8840825009942013e-10
521,2.1096899654913967e-09
529,5.564997111802356e-09
531,1.1236281295283453e-08
537,1.3924285193436363e-08
540,1.53667580792609e-07
550,7.720892192678318e-10
556,1.943281324984911e-09
570,1.602631178117199e-06
575,3.8974496478001636e-10
577,3.1869458102539066e-09
578,2.7494063056980353e-09
584,1.7334524696652164e-08
585,8.265496612907692e-06
587,6.5632788387091345e-09
590,1.0262206776177931e-11
591,0.9997952167364169
597,1.0542914642399158e-09
607,5.706729002638942e-10
611,2.601136193015611e-11
612,7.222470656515947e-08
614,8.56391342282148e-09
